id,name,lowercase_name
46838,Eli Craig,eli craig
38409,David Bond,david bond
45301,Morrie Ruvinsky,morrie ruvinsky
32407,Simon Fellows,simon fellows
38054,Pang Eun-jin,pang eun-jin
41515,Eric Brevig,eric brevig
50420,Lucy Walker,lucy walker
21136,Katsuhito Ishii,katsuhito ishii
21136,Hajime Ishimine,hajime ishimine
21136,Shunichiro Miki,shunichiro miki
31850,Yang Ik-june,yang ik-june
61943,Giulio Questi,giulio questi
35392,Samuel Fuller,samuel fuller
20531,Yasujirō Ozu,yasujirō ozu
15302,Leslie Iwerks,leslie iwerks
31694,Alan Rudolph,alan rudolph
163659,Israel Cárdenas,israel cárdenas
163659,Laura Amelia Guzmán,laura amelia guzmán
39967,Bertrand Tavernier,bertrand tavernier
37533,Jean-Claude Brisseau,jean-claude brisseau
23508,José Mojica Marins,josé mojica marins
18381,Philippe Falardeau,philippe falardeau
6474,Sergio Corbucci,sergio corbucci
30914,José Mojica Marins,josé mojica marins
56787,Buzz Kulik,buzz kulik
64212,Jacek Filipiak,jacek filipiak
64212,Jarosław Sypniewski,jarosław sypniewski
8995,Pepe Danquart,pepe danquart
7210,Christian Zübert,christian zübert
52696,Maneesh Sharma,maneesh sharma
16987,Rakesh Roshan,rakesh roshan
46138,Nigel Cole,nigel cole
247112,František Vláčil,františek vláčil
247124,František Vláčil,františek vláčil
61212,Carlo Lizzani,carlo lizzani
185720,Theo Papadoulakis,theo papadoulakis
72413,Robert Schwentke,robert schwentke
14639,Margaret Brown,margaret brown
46689,Lucy Walker,lucy walker
46689,João Jardim,joão jardim
54660,David Steinberg,david steinberg
49041,Paul Reubens,paul reubens
49041,Wayne Orr,wayne orr
23830,Massy Tadjedin,massy tadjedin
55584,Joe May,joe may
89126,Felix Moeller,felix moeller
42243,John Badham,john badham
51360,Buster Keaton,buster keaton
51360,Malcolm St. Clair,malcolm st. clair
27470,Otto Preminger,otto preminger
50704,Buster Keaton,buster keaton
50704,Edward F. Cline,edward f. cline
15548,David Mallet,david mallet
15548,Guy Caron,guy caron
46827,Uli Edel,uli edel
53079,John Scheinfeld,john scheinfeld
22007,Gideon Raff,gideon raff
26277,Kunal Kohli,kunal kohli
165402,Sooraj R. Barjatya,sooraj r. barjatya
102144,Edmund Goulding,edmund goulding
56402,Luigi Comencini,luigi comencini
40805,Michel Gondry,michel gondry
49616,John Brahm,john brahm
124058,Delbert Mann,delbert mann
51362,Buster Keaton,buster keaton
51362,Edward F. Cline,edward f. cline
25770,Buster Keaton,buster keaton
25770,Edward F. Cline,edward f. cline
49009,Peter Weir,peter weir
46528,Sngmoo Lee,sngmoo lee
84274,Alfred E. Green,alfred e. green
64605,Henry Hathaway,henry hathaway
51933,Bette Gordon,bette gordon
198317,Denis Heroux,denis heroux
38742,Buster Keaton,buster keaton
38742,Edward F. Cline,edward f. cline
42138,Elem Klimov,elem klimov
25482,Vicente Aranda,vicente aranda
14070,A.R. Murugadoss,a.r. murugadoss
156288,Ahmed Khan,ahmed khan
37086,Fred Zinnemann,fred zinnemann
38023,Richard Wallace,richard wallace
108869,George Roy Hill,george roy hill
43781,Archie Mayo,archie mayo
2325,Aleksandr Buravsky,aleksandr buravsky
50618,Aleksandr Kott,aleksandr kott
46387,Sooraj R. Barjatya,sooraj r. barjatya
54723,Sidney Gilliat,sidney gilliat
23019,Henrik Ruben Genz,henrik ruben genz
43209,Tony Jaa,tony jaa
43209,Panna Rittikrai,panna rittikrai
23047,Dominic Sena,dominic sena
198391,Ricky Gervais,ricky gervais
45284,Takeshi Kitano,takeshi kitano
46820,Claudia Llosa,claudia llosa
79118,Jan Troell,jan troell
62570,Claude Berri,claude berri
162234,Kutlug Ataman,kutlug ataman
42001,József Gémes,józsef gémes
63892,Jean-Pierre Melville,jean-pierre melville
40650,Jean-Pierre Melville,jean-pierre melville
17605,Sylvie Verheyde,sylvie verheyde
53267,Hong Sang-soo,hong sang-soo
122019,Roberto Gavaldón,roberto gavaldón
58777,Sandrine Veysset,sandrine veysset
78117,Yoshishige Yoshida,yoshishige yoshida
36241,Lisandro Alonso,lisandro alonso
75363,Michael Powell,michael powell
57019,Miguel Cohan,miguel cohan
84903,George Cukor,george cukor
25051,Hirokazu Koreeda,hirokazu koreeda
23174,Josef Rusnak,josef rusnak
4798,Alain Resnais,alain resnais
74924,William Castle,william castle
105448,Manoel de Oliveira,manoel de oliveira
43950,Hélène Cattet,hélène cattet
43950,Bruno Forzani,bruno forzani
90272,Wladyslaw Starewicz,wladyslaw starewicz
21198,Pascal Laugier,pascal laugier
132332,Henri-Georges Clouzot,henri-georges clouzot
54779,Andrew Bellware,andrew bellware
49849,Jon Favreau,jon favreau
392067,Pekka Lehto,pekka lehto
49073,Diego Kaplan,diego kaplan
1543,Sven Taddicken,sven taddicken
8951,Gianni Zanasi,gianni zanasi
223613,Mika Kaurismäki,mika kaurismäki
44000,Freddie Francis,freddie francis
207999,Edward Sedgwick,edward sedgwick
93072,Arthur Dreifuss,arthur dreifuss
69313,Ruben Östlund,ruben östlund
60708,Juan Carlos Valdivia,juan carlos valdivia
15993,Kevin Altieri,kevin altieri
57256,Nils Malmros,nils malmros
57448,Pierre Thoretton,pierre thoretton
29670,Aleksi Mäkelä,aleksi mäkelä
38830,Buster Keaton,buster keaton
37360,Buster Keaton,buster keaton
37360,Malcolm St. Clair,malcolm st. clair
99372,Michael Anderson,michael anderson
24403,Christopher Doyle,christopher doyle
31654,Vincent McEveety,vincent mceveety
25259,Daniela Féjerman,daniela féjerman
18562,Ray Enright,ray enright
14556,Fred Cavayé,fred cavayé
35052,Jordan Scott,jordan scott
58772,Yael Hersonski,yael hersonski
40619,Teddy Newton,teddy newton
20332,Jigar Talati,jigar talati
23077,Alan C. Blomquist,alan c. blomquist
90968,Clarence Brown,clarence brown
94608,Richard Brooks,richard brooks
88376,Norman Taurog,norman taurog
43501,William Dieterle,william dieterle
52013,Jeff Malmberg,jeff malmberg
46787,Kenneth Anger,kenneth anger
92399,Cecil B. DeMille,cecil b. demille
28391,Frank Borzage,frank borzage
51364,Buster Keaton,buster keaton
51364,Edward F. Cline,edward f. cline
51366,Buster Keaton,buster keaton
51366,Edward F. Cline,edward f. cline
111239,Carol Morley,carol morley
43653,Sol Tryon,sol tryon
44564,Ron Howard,ron howard
55061,Geoffrey Sax,geoffrey sax
25862,Anatole Litvak,anatole litvak
112284,Clarence Brown,clarence brown
107774,Martin Ritt,martin ritt
10854,J.S. Cardone,j.s. cardone
119094,Frank Tuttle,frank tuttle
33146,Anupam Kher,anupam kher
38787,Buster Keaton,buster keaton
38787,Edward F. Cline,edward f. cline
43810,Irving Cummings,irving cummings
42175,James Ivory,james ivory
18703,Charles Martin,charles martin
63578,Michael Winterbottom,michael winterbottom
48471,Theodore Thomas,theodore thomas
15316,James Franco,james franco
47610,Maximilian Erlenwein,maximilian erlenwein
48752,Joao G. Amorim,joao g. amorim
47055,Ondi Timoner,ondi timoner
1244,Achim Bornhak,achim bornhak
25695,So Yong Kim,so yong kim
39557,Budd Boetticher,budd boetticher
32319,Rainer Werner Fassbinder,rainer werner fassbinder
34025,Lance Daly,lance daly
76229,Jean Negulesco,jean negulesco
25664,Johnnie To,johnnie to
61783,Philippe Falardeau,philippe falardeau
42722,Jacques Rivette,jacques rivette
43936,Rithy Panh,rithy panh
47909,Lee Chang-dong,lee chang-dong
12811,Marco Bechis,marco bechis
58937,Derek Jarman,derek jarman
31903,Frank Borzage,frank borzage
105067,Ernst Lubitsch,ernst lubitsch
55151,Radu Muntean,radu muntean
68757,Raúl Ruiz,raúl ruiz
39993,Aldo Lado,aldo lado
45202,Im Sang-soo,im sang-soo
54160,Kinji Fukasaku,kinji fukasaku
48481,Arch Oboler,arch oboler
22985,Joseph Losey,joseph losey
51876,Neil Burger,neil burger
58261,Robert Barry Ptolemy,robert barry ptolemy
89704,Werner Herzog,werner herzog
89704,Dmitry Vasyukov,dmitry vasyukov
120357,Dorothy Arzner,dorothy arzner
52461,Fenton Bailey,fenton bailey
52461,Randy Barbato,randy barbato
51873,Simon Cellan Jones,simon cellan jones
471,Maciej Dejczer,maciej dejczer
13652,Éric Besnard,éric besnard
27522,Paul Leni,paul leni
27522,William Dieterle,william dieterle
27522,Leo Birinsky,leo birinsky
8417,Veit Harlan,veit harlan
44963,Norifumi Suzuki,norifumi suzuki
74289,Kinji Fukasaku,kinji fukasaku
22843,Hideaki Anno,hideaki anno
22843,Kazuya Tsurumaki,kazuya tsurumaki
22843,Masayuki,masayuki
43947,Steven R. Monroe,steven r. monroe
60213,Richard Danto,richard danto
60213,Liam Saury,liam saury
34013,Stéphane Brizé,stéphane brizé
62495,Matteo Garrone,matteo garrone
42411,Andrea Molaioli,andrea molaioli
45807,Buster Keaton,buster keaton
45807,Edward F. Cline,edward f. cline
51367,Buster Keaton,buster keaton
51367,Edward F. Cline,edward f. cline
55165,Andreas Öhman,andreas öhman
34767,Emmett Malloy,emmett malloy
21982,Vipul Amrutlal Shah,vipul amrutlal shah
53596,Icíar Bollaín,icíar bollaín
31007,Jake Scott,jake scott
52844,Roy Del Ruth,roy del ruth
51092,Mario Monicelli,mario monicelli
26530,Robert Siodmak,robert siodmak
43017,David Miller,david miller
113757,Elliott Nugent,elliott nugent
32612,Michael Oblowitz,michael oblowitz
38033,Deon Taylor,deon taylor
54293,Peter Joseph,peter joseph
117258,Sam O'Steen,sam o'steen
293946,Vernon P. Becker,vernon p. becker
133119,Charles Walters,charles walters
122884,Clarence Brown,clarence brown
33039,Norman Krasna,norman krasna
114083,Mark Robson,mark robson
70635,Bryan Forbes,bryan forbes
139851,Claude Lelouch,claude lelouch
62976,Daming Chen,daming chen
12536,Rod Daniel,rod daniel
131781,Norman Taurog,norman taurog
45485,Richard Shepard,richard shepard
39695,Jean Negulesco,jean negulesco
41630,Ivan Reitman,ivan reitman
36939,Duncan Ward,duncan ward
50348,Brad Furman,brad furman
48171,Mikael Håfström,mikael håfström
43920,Kim Chapiron,kim chapiron
56590,Sam Liu,sam liu
91958,Pascal Jongen,pascal jongen
79785,Simon Wincer,simon wincer
50779,Steven Soderbergh,steven soderbergh
44411,Manoel de Oliveira,manoel de oliveira
71732,Lucas Belvaux,lucas belvaux
85550,Hong Sang-soo,hong sang-soo
116751,Erick Zonca,erick zonca
72852,Bruno Dumont,bruno dumont
48954,Alexander Mackendrick,alexander mackendrick
32122,Fred Schepisi,fred schepisi
93553,Apichatpong Weerasethakul,apichatpong weerasethakul
16031,Annette K. Olesen,annette k. olesen
43046,Budd Boetticher,budd boetticher
86267,Hong Sang-soo,hong sang-soo
84207,Alan Rudolph,alan rudolph
53701,Mitsuo Yanagimachi,mitsuo yanagimachi
126104,Martin Rejtman,martin rejtman
28023,Don Siegel,don siegel
104364,Peter Bogdanovich,peter bogdanovich
78353,Stanley Donen,stanley donen
79731,Shyam Benegal,shyam benegal
103425,Linda Hawkins,linda hawkins
103425,Linda Goldstein Knowlton,linda goldstein knowlton
50900,Jacques Doillon,jacques doillon
51276,Aleksey Fedorchenko,aleksey fedorchenko
74074,Hugo Fregonese,hugo fregonese
35831,Jean-Paul Salomé,jean-paul salomé
120843,George Cukor,george cukor
39029,Kihachi Okamoto,kihachi okamoto
55662,Ryan Stevens Harris,ryan stevens harris
13746,Cécile Telerman,cécile telerman
44944,Tyler Perry,tyler perry
8418,Wolfgang Schleif,wolfgang schleif
8418,Veit Harlan,veit harlan
65898,Raúl Ruiz,raúl ruiz
288183,Dusan Makavejev,dusan makavejev
102527,Jari Kokko,jari kokko
204040,Tay Garnett,tay garnett
50217,Angel Gracia,angel gracia
80988,Nikos Koundouros,nikos koundouros
24868,Andrew van den Houten,andrew van den houten
47578,Kinji Fukasaku,kinji fukasaku
52970,Kôsei Saitô,kôsei saitô
45272,Shana Feste,shana feste
48138,Jaume Collet-Serra,jaume collet-serra
48340,Alister Grierson,alister grierson
52067,Miguel Arteta,miguel arteta
22484,Jason Stutter,jason stutter
46441,Víctor García,víctor garcía
45772,Kelly Asbury,kelly asbury
46260,Gordon Douglas,gordon douglas
84295,Norman Taurog,norman taurog
43825,William A. Seiter,william a. seiter
91419,Richard Thorpe,richard thorpe
119183,Joseph Strick,joseph strick
195651,Brian Skeet,brian skeet
11788,Tom Hooper,tom hooper
82792,George Sidney,george sidney
54635,Robert Z. Leonard,robert z. leonard
81687,Henry King,henry king
79180,Anthony Asquith,anthony asquith
109887,Mark Robson,mark robson
112705,Henry Koster,henry koster
84296,W.S. Van Dyke,w.s. van dyke
150712,W.S. Van Dyke,w.s. van dyke
31324,W.S. Van Dyke,w.s. van dyke
50204,John Landis,john landis
53045,Peter Sasdy,peter sasdy
18438,Lee Hae-Jun,lee hae-jun
30432,Robert Guédiguian,robert guédiguian
43552,Brad Anderson,brad anderson
85886,Pedro Lazaga,pedro lazaga
87906,Enzo G. Castellari,enzo g. castellari
17240,Stewart Hopewell,stewart hopewell
39959,Andrew Paquin,andrew paquin
56259,Michel Levesque,michel levesque
114246,Lisandro Alonso,lisandro alonso
140527,Derek Jarman,derek jarman
45274,Alex Gibney,alex gibney
39513,Greg Mottola,greg mottola
46789,Thomas Vinterberg,thomas vinterberg
30901,Sergio Martino,sergio martino
15576,Claude Chabrol,claude chabrol
49844,Richard Quine,richard quine
81217,Andrzej Żuławski,andrzej żuławski
54506,Crispin Glover,crispin glover
32520,Liu Chia-Liang,liu chia-liang
37618,Peter Newbrook,peter newbrook
12471,Semih Kaplanoğlu,semih kaplanoğlu
36883,Stuart Samuels,stuart samuels
51971,François Ozon,françois ozon
64441,Raúl Ruiz,raúl ruiz
31987,Orson Welles,orson welles
31987,Jesús Franco,jesús franco
14538,Daniel Lee,daniel lee
92332,Fritz Lang,fritz lang
174958,Fritz Lang,fritz lang
20993,Aleksey Balabanov,aleksey balabanov
183894,Jim O'Hanlon,jim o'hanlon
98078,D.W. Griffith,d.w. griffith
33997,Sherry Hormann,sherry hormann
14525,Satoshi Miki,satoshi miki
48118,Rudolf van den Berg,rudolf van den berg
43088,Zero Chou,zero chou
36505,José Luis Cuerda,josé luis cuerda
119965,Robert Enrico,robert enrico
4704,Peter Bogdanovich,peter bogdanovich
83013,Kim Dae-seung,kim dae-seung
42171,Josh Appignanesi,josh appignanesi
878,Helmut Weiss,helmut weiss
57424,Pupi Avati,pupi avati
35001,Samuel Fuller,samuel fuller
47327,Patrick Lussier,patrick lussier
44896,Gore Verbinski,gore verbinski
37380,Anthony Mann,anthony mann
50725,Michael Dowse,michael dowse
54186,Tetsuya Nakashima,tetsuya nakashima
38050,George Nolfi,george nolfi
113885,Jack Bender,jack bender
56930,Richard Wallace,richard wallace
43526,W.S. Van Dyke,w.s. van dyke
31890,Andy de Emmony,andy de emmony
52555,Mohammed Lakhdar-Hamina,mohammed lakhdar-hamina
131836,Henri Colpi,henri colpi
58764,Dome Karukoski,dome karukoski
55238,Lewis Milestone,lewis milestone
33228,Guy Green,guy green
42482,Pierre Adidge,pierre adidge
42482,Robert Abel,robert abel
91459,Martin Scorsese,martin scorsese
58376,Roberto Hernández,roberto hernández
58376,Geoffrey Smith,geoffrey smith
47218,Josh Radnor,josh radnor
34944,Raoul Walsh,raoul walsh
59990,Anselmo Duarte,anselmo duarte
43256,Robert Aldrich,robert aldrich
56811,Joshua Zeman,joshua zeman
56811,Barbara Brancaccio,barbara brancaccio
27582,Simon West,simon west
48988,Bobby Farrelly,bobby farrelly
48988,Peter Farrelly,peter farrelly
49494,Kevin Macdonald,kevin macdonald
46529,D.J. Caruso,d.j. caruso
49637,Julien Nitzberg,julien nitzberg
37714,Danny Lerner,danny lerner
305656,Frank Pierson,frank pierson
51200,John H. Lee,john h. lee
44943,Jonathan Liebesman,jonathan liebesman
45714,Sidney Hayers,sidney hayers
106406,Gregory Ratoff,gregory ratoff
63702,Fritz Lang,fritz lang
31644,Richard Brooks,richard brooks
28874,Mamoru Hosoda,mamoru hosoda
14903,Karl Geurs,karl geurs
60290,Richard Danto,richard danto
60290,Liam Saury,liam saury
60221,Richard Danto,richard danto
60221,Liam Saury,liam saury
54793,Martin Scorsese,martin scorsese
144792,Frank Borzage,frank borzage
53230,Erich von Stroheim,erich von stroheim
9706,George Iida,george iida
57703,Tran Anh Hung,tran anh hung
56831,Tommy Lee Jones,tommy lee jones
19829,David Presley,david presley
25186,Marcus Raboy,marcus raboy
43339,Keisuke Kinoshita,keisuke kinoshita
36540,Wolfgang Reitherman,wolfgang reitherman
50321,Simon Wells,simon wells
22620,Brian Levant,brian levant
56092,Roy Boulting,roy boulting
34214,Joe Berlinger,joe berlinger
8770,David Earnhardt,david earnhardt
42819,James Ivory,james ivory
118381,Yee Chung-Man,yee chung-man
53358,Michael Dowse,michael dowse
40655,Jesse Warren,jesse warren
47533,Brian Levant,brian levant
31162,Dmitriy Kiselev,dmitriy kiselev
31162,Aleksandr Voytinskiy,aleksandr voytinskiy
45022,Kevin Asch,kevin asch
24885,Barry Jenkins,barry jenkins
43451,Rouben Mamoulian,rouben mamoulian
20722,Kunio Katō,kunio katō
72185,John Lounsbery,john lounsbery
99329,Ousmane Sembene,ousmane sembene
71110,Cesc Gay,cesc gay
16439,Bohdan Sláma,bohdan sláma
29865,Joe Dante,joe dante
29865,Monte Hellman,monte hellman
29865,Ken Russell,ken russell
29865,Sean S. Cunningham,sean s. cunningham
29865,John Gaeta,john gaeta
18143,Makoto Shinkai,makoto shinkai
13957,Richard Attenborough,richard attenborough
26011,Andy Sidaris,andy sidaris
47931,José Padilha,josé padilha
13461,Luca Guadagnino,luca guadagnino
15362,Jean-François Richet,jean-françois richet
53237,Henry Saine,henry saine
19205,Dan Gildark,dan gildark
37583,Megumi Sasaki,megumi sasaki
59248,Anthony Geffen,anthony geffen
50546,Dennis Dugan,dennis dugan
70591,Daniel Mann,daniel mann
51447,François Ozon,françois ozon
104221,Clarence Brown,clarence brown
243565,Rowland V. Lee,rowland v. lee
44657,Merian C. Cooper,merian c. cooper
44657,Ernest B. Schoedsack,ernest b. schoedsack
33025,Frank Borzage,frank borzage
15182,Chaz Thorne,chaz thorne
59490,Werner Herzog,werner herzog
49730,Catherine Hardwicke,catherine hardwicke
38322,John Whitesell,john whitesell
45132,James Gunn,james gunn
77078,Harold Prince,harold prince
103751,Timo Koivusalo,timo koivusalo
46146,André Øvredal,andré øvredal
45612,Duncan Jones,duncan jones
38684,Cary Fukunaga,cary fukunaga
84303,Sidney Franklin,sidney franklin
81751,Sam Wood,sam wood
193547,John Sturges,john sturges
93528,George Cukor,george cukor
23629,Zack Snyder,zack snyder
14147,David Winkler,david winkler
55893,Matthew Porterfield,matthew porterfield
40856,Scott Teems,scott teems
48243,Jerzy Skolimowski,jerzy skolimowski
46458,Isabel Coixet,isabel coixet
42167,Carlos Diegues,carlos diegues
57409,Brigitte Berman,brigitte berman
2010,Naomi Kawase,naomi kawase
47215,Yeşim Ustaoğlu,yeşim ustaoğlu
45715,Peter Andrikidis,peter andrikidis
58232,Phil Traill,phil traill
53364,Ralf Westhoff,ralf westhoff
62342,Sebastián Borensztein,sebastián borensztein
37534,Luis Berdejo,luis berdejo
57521,Agustí Villaronga,agustí villaronga
13847,Roland West,roland west
24926,Rick Reinert,rick reinert
10356,Lewin Webb,lewin webb
37405,Michael Hofmann,michael hofmann
76875,Curtis Harrington,curtis harrington
104430,Michael Curtiz,michael curtiz
29436,Åke Lindman,åke lindman
11406,Peter Thorwarth,peter thorwarth
19611,Benny Chan,benny chan
16179,Gabriel Cowan,gabriel cowan
16179,John Suits,john suits
153041,Jean-Jacques Beineix,jean-jacques beineix
153041,Jackie Bastide,jackie bastide
85769,Theo Angelopoulos,theo angelopoulos
211331,Timothy Bond,timothy bond
45046,Joe Dante,joe dante
42273,Matt Austin,matt austin
13413,Angus MacLane,angus maclane
159878,Yevgeni Bauer,yevgeni bauer
95242,Yevgeni Bauer,yevgeni bauer
81414,Eduard Cortés,eduard cortés
45189,Miguel M. Delgado,miguel m. delgado
43418,Jeremy Sims,jeremy sims
41616,Adam Kane,adam kane
15837,Søren Kragh-Jacobsen,søren kragh-jacobsen
58496,Asif Kapadia,asif kapadia
16140,Shusuke Kaneko,shusuke kaneko
60434,Alexandru Solomon,alexandru solomon
49018,James Wan,james wan
57120,Kelly Reichardt,kelly reichardt
131770,Mitchell Leisen,mitchell leisen
99351,Victor Saville,victor saville
49010,Jason Eisener,jason eisener
42815,Howard Hawks,howard hawks
76372,Nunnally Johnson,nunnally johnson
20329,Hideo Nakata,hideo nakata
55725,Tom McCarthy,tom mccarthy
57537,Michael Mann,michael mann
48650,Julio Médem,julio médem
98399,Robert Z. Leonard,robert z. leonard
42531,Blake Edwards,blake edwards
44087,Anthony Asquith,anthony asquith
90406,Robert Wise,robert wise
44898,Elia Suleiman,elia suleiman
20995,Måns Herngren,måns herngren
54354,Jarmo Lampela,jarmo lampela
68629,Michael Almereyda,michael almereyda
82460,Sidney Lumet,sidney lumet
98514,Kelly Reichardt,kelly reichardt
13190,Chuck Patton,chuck patton
43021,Mike Davis,mike davis
56527,Johnny Martin,johnny martin
39356,Taika Waititi,taika waititi
38502,Benoît Pilon,benoît pilon
60307,David Bowers,david bowers
28802,Jesús Franco,jesús franco
53172,Malcolm Venville,malcolm venville
10408,Dick Maas,dick maas
83651,Ertem Eğilmez,ertem eğilmez
50359,Tim Hill,tim hill
96529,Marleen Gorris,marleen gorris
8896,Kornél Mundruczó,kornél mundruczó
64484,Kirill Serebrennikov,kirill serebrennikov
75725,Paco Plaza,paco plaza
3397,Robert Thalheim,robert thalheim
97284,Gustav Deutsch,gustav deutsch
97149,Kon Ichikawa,kon ichikawa
48596,Celina Murga,celina murga
31408,Ertem Eğilmez,ertem eğilmez
149149,José Luis Guerin,josé luis guerin
31402,Ertem Eğilmez,ertem eğilmez
31412,Atıf Yılmaz,atıf yılmaz
73191,Emile Ardolino,emile ardolino
29972,Jia Zhangke,jia zhangke
59266,Clio Barnard,clio barnard
63555,Michael Rowe,michael rowe
54001,Abbas Kiarostami,abbas kiarostami
58857,Takashi Miike,takashi miike
41273,Mathieu Amalric,mathieu amalric
21372,Buddy Giovinazzo,buddy giovinazzo
54194,Barbet Schroeder,barbet schroeder
89756,Matt Dorff,matt dorff
46228,Andrea Dorfman,andrea dorfman
30734,Ingmar Bergman,ingmar bergman
51141,Ingmar Bergman,ingmar bergman
27091,Christopher Munch,christopher munch
29043,G.W. Pabst,g.w. pabst
29043,Arnold Fanck,arnold fanck
36871,Mikio Naruse,mikio naruse
50456,Joe Wright,joe wright
49334,Alberto Cavalcanti,alberto cavalcanti
36331,William Dieterle,william dieterle
47435,Srđan Dragojević,srđan dragojević
47582,Arturo Ripstein,arturo ripstein
86750,Allan King,allan king
46523,Steffen Haars,steffen haars
46523,Flip van der Kuil,flip van der kuil
30388,Júlíus Kemp,júlíus kemp
29920,Daniel Espinosa,daniel espinosa
39284,Ingmar Bergman,ingmar bergman
44988,Adriana Maggs,adriana maggs
51423,Pernilla August,pernilla august
54527,Michael Madsen,michael madsen
23521,Chuck Jones,chuck jones
23521,Robert McKimson,robert mckimson
23521,Greg Ford,greg ford
23521,Terry Lennon,terry lennon
23521,Friz Freleng,friz freleng
46105,Matt Harlock,matt harlock
46105,Paul Thomas,paul thomas
49012,Jason Winer,jason winer
41446,Wes Craven,wes craven
46195,Carlos Saldanha,carlos saldanha
57695,Bertrand Tavernier,bertrand tavernier
101226,Delbert Mann,delbert mann
126596,Jean Negulesco,jean negulesco
49876,Richard Lester,richard lester
178587,Richard Fleischer,richard fleischer
57698,Lloyd Bacon,lloyd bacon
57698,Busby Berkeley,busby berkeley
3081,John Cromwell,john cromwell
62215,Lars von Trier,lars von trier
31451,Ryan Little,ryan little
10195,Kenneth Branagh,kenneth branagh
40719,Albert S. Rogell,albert s. rogell
43435,Henry Levin,henry levin
59928,Drake Doremus,drake doremus
45523,Louis C.K.,louis c.k.
30969,Louis C.K.,louis c.k.
30969,Shannon Hartman,shannon hartman
56780,Paul Johansson,paul johansson
99920,Anatole Litvak,anatole litvak
76714,Anatole Litvak,anatole litvak
24447,Steven J. Santos,steven j. santos
31555,Richard Quine,richard quine
77166,Peter Bogdanovich,peter bogdanovich
72596,Friðrik Þór Friðriksson,friðrik þór friðriksson
26880,Friðrik Þór Friðriksson,friðrik þór friðriksson
18826,Ryan Shiraki,ryan shiraki
48415,Luca Miniero,luca miniero
50671,Antti Jokinen,antti jokinen
57118,Michael Pavone,michael pavone
30599,Spike Lee,spike lee
29745,Rouben Mamoulian,rouben mamoulian
12221,João Pedro Rodrigues,joão pedro rodrigues
44159,Shirin Neshat,shirin neshat
44159,Shoja Azari,shoja azari
47904,Rachid Bouchareb,rachid bouchareb
34420,Mahmut Fazıl Coşkun,mahmut fazıl coşkun
27045,Samuel Fuller,samuel fuller
25638,Pradeep Sarkar,pradeep sarkar
152861,Andrej Košak,andrej košak
53741,Dominique Deruddere,dominique deruddere
10011,Ryan Schifrin,ryan schifrin
140101,Raúl Ruiz,raúl ruiz
72026,Nagisa Ōshima,nagisa ōshima
77124,Nagisa Ōshima,nagisa ōshima
42709,Monte Hellman,monte hellman
36821,Louis J. Gasnier,louis j. gasnier
61952,Im Sang-soo,im sang-soo
12078,Jiří Menzel,jiří menzel
9511,Til Schweiger,til schweiger
202241,Todd Haynes,todd haynes
72375,Pascal Bonitzer,pascal bonitzer
21508,Gonzalo Arijón,gonzalo arijón
76816,Glauber Rocha,glauber rocha
51520,Li Yang,li yang
141241,Sergiu Nicolaescu,sergiu nicolaescu
8904,Brillante Mendoza,brillante mendoza
18187,Irena Salina,irena salina
48515,Nagisa Ōshima,nagisa ōshima
87673,Mikio Naruse,mikio naruse
36290,Stuart Gillard,stuart gillard
4880,Martin Gypkens,martin gypkens
28627,Paul Wegener,paul wegener
28627,Stellan Rye,stellan rye
239553,Pirjo Honkasalo,pirjo honkasalo
60315,Frederick Wiseman,frederick wiseman
43817,Dominic Murphy,dominic murphy
48414,Pedro González-Rubio,pedro gonzález-rubio
12588,Nana Neul,nana neul
51736,Fernanda Cardoso,fernanda cardoso
55787,Francis Lawrence,francis lawrence
125874,John N. Smith,john n. smith
43498,Vincente Minnelli,vincente minnelli
3581,Gary Sherman,gary sherman
33134,Steven Kastrissios,steven kastrissios
61488,James Moll,james moll
61933,Cosima Dannoritzer,cosima dannoritzer
61933,Steve Michelson,steve michelson
50848,Michel Leclerc,michel leclerc
35619,Hans-Christian Schmid,hans-christian schmid
34902,Simon Staho,simon staho
57586,Alastair Fothergill,alastair fothergill
57586,Keith Scholey,keith scholey
52032,Paul Fierlinger,paul fierlinger
52032,Sandra Fierlinger,sandra fierlinger
62255,Ian Sharp,ian sharp
106515,David Butler,david butler
185263,Delbert Mann,delbert mann
44555,Zhang Yimou,zhang yimou
54083,Jean-Luc Godard,jean-luc godard
51209,Jonathan Hensleigh,jonathan hensleigh
14252,Raul Inglis,raul inglis
52256,Vladimir Khotinenko,vladimir khotinenko
55934,Aaron Katz,aaron katz
51497,Justin Lin,justin lin
87308,Abbas Kiarostami,abbas kiarostami
80639,Mervyn LeRoy,mervyn leroy
84099,Lloyd Bacon,lloyd bacon
43515,Edward H. Griffith,edward h. griffith
43594,Dudley Murphy,dudley murphy
57082,Franco Rosso,franco rosso
157856,Carl Theodor Dreyer,carl theodor dreyer
241620,Paddy Wivell,paddy wivell
37041,Jean Renoir,jean renoir
88451,Franklin J. Schaffner,franklin j. schaffner
57035,Alfred L. Werker,alfred l. werker
19237,Chris Moore,chris moore
86225,John Guillermin,john guillermin
28286,Jules Dassin,jules dassin
128990,Ernesto Cabellos,ernesto cabellos
46175,Harry Kümel,harry kümel
43908,Reha Erdem,reha erdem
130272,Vincent Monnikendam,vincent monnikendam
42521,Bill Plympton,bill plympton
